Ich habe noch nie mehr als 42 Stunden ohne Schlaf verbracht.;0
Ich habe noch nie so viel getrunken, dass ich den Weg nach Hause nicht mehr gefunden habe.;1
Ich habe noch nie den Namen eines Anderen während dem Geschlechtsverkehr ausgesprochen.;1
Ich habe noch nie meinen Kopf kahl geschoren.;0
Ich habe noch nie Hilfsmittel bei der Selbstbefriedigung eingesetzt.;2
Ich habe noch nie jemanden geküsst und es danach bereut.;1
Ich habe noch nie den Wunsch gehabt, in eine andere Stadt zu ziehen.;0
Ich habe noch nie versucht, das Passwort eines Anderen zu erraten.;0
Ich habe noch nie erotische Fotos von mir schießen lassen.;2
Ich habe noch nie einen Strafzettel bekommen.;0
Ich habe noch nie etwas geklaut.;0
Ich habe noch nie auf der Arbeit im Lagerraum/Abstellraum rumgemacht.;1
Ich habe noch nie so ein gutes Verhältnis zu meinem Partner/Partnerin gehabt, dass ich die Badezimmertüre offen gelassen habe.;1
Ich habe noch nie jemandem das Leben gerettet.;0
Ich habe noch nie gekifft.;0
Ich habe noch nie härtere Drogen konsumiert.;0
Ich habe noch nie mein Flugzeug verpasst;0
Ich habe noch nie so heftig gelacht, dass ich pinkeln musste.;0
Ich habe noch nie meinen Eltern die Frage beantworten müssen, ob ich noch Jungfrau bin.;1
Ich habe noch nie beim Sex an eine andere Person gedacht.;1
Ich habe noch nie mit jemandem geschlafen an dessen Namen ich mich nicht erinnern konnte;1
Ich habe noch nie den Geburtstag eines Familienangehörigen vergessen;0
Ich habe noch nie jemanden entjungfert;2
Ich habe noch nie Fingernägel gekaut.;0
Ich habe noch nie in der Öffentlichkeit in die Hose gepinkelt.;0
Ich habe noch nie jemanden zufällig nackt gesehen den ich nicht nackt hätte sehen sollen;1
Ich habe noch nie im Vollrausch vergessen, wo ich wohne.;0
Ich habe noch nie eine Beziehung mit zwei Leuten gleichzeitig gehabt;1
Ich habe noch nie eine Beziehung mit zwei Leuten aus der selben Familie gehabt;1
Ich habe noch nie nach dem Feiern ein Blackout gehabt und erinnere mich teilweise an garnichts mehr.;0
Ich habe noch nie eine Verabredung angenommen nur um einen Freund/eine Freundin der Person kennen zu lernen;0
Ich habe noch nie meine Eltern beim Sex erwischt.;1
Ich habe noch nie eine Affäre mit einer verheirateten Person gehabt;1
Ich habe noch nie erotische Träume/Phantasien mit jemandem gehabt, den ich eigentlich nicht mag.;2
Ich habe noch nie mit insgesamt mehr als 15 Leuten in meinem Leben geschlafen;2
Ich habe noch nie so viel Angst bei einem Horrorfilm gehabt, dass ich laut geschrien habe.;0
Ich habe noch nie Sex in einem Aufzug gehabt;2
Ich habe noch nie in die Dusche gepinkelt;1
Ich habe noch nie einem anderen Autofahrer den Stinkefinger gezeigt;0
Ich habe noch nie Geld gefunden und es einfach behalten;0
Ich habe noch nie zu meinem Exfreund/Exfreundin gesagt: Lass uns Freunde bleiben.;0
Ich habe noch nie jemanden nach seiner Telefonnummer gefragt und danach nie angerufen;0
Ich habe noch nie jemandem die Füße geküsst;1
Ich habe noch nie einen Prominenten persönlich getroffen;0
Ich habe noch nie eine Schwarzfahrt in Kauf genommen, statt mir ein Ticket zu kaufen.;0
Ich habe noch nie eine Zigarre geraucht.;0
Ich habe noch nie schlafgewandelt.;0
Ich habe noch nie so viel getrunken dass ich am nächsten Tag um 13 Uhr immernoch betrunken war.;0
Ich habe noch nie einen Fallschirmsprung gemacht.;0
Ich habe noch nie vor 13 Uhr so viel getrunken dass ich sturz besoffen war.;0
Ich habe noch nie Sex im Bett meiner Eltern gehabt;1
Ich habe noch nie ein Auto gefahren mit dem ich nicht hätte fahren dürfen;0
