default;Lieber 5 Stunden in einem Fahrstuhl stecken bleiben oder in einem Sessellift? Stimmt alle gleichzeitig ab, die Verlierer trinken $ Schlucke!;0;Abstimmen;;;
default;Lieber alle eure Träume im Fernsehen sehen oder mit nur einem Fingerschnippen einschlafen können? Stimmt alle gleichzeitig ab, die Verlierer trinken $ Schlucke!;0;Abstimmen;;;
default;Lieber alle Musikinstrumente spielen können oder 15 Sprachen perfekt sprechen? Stimmt alle gleichzeitig ab, die Verlierer trinken $ Schlucke!;0;Abstimmen;;;
default;Lieber alle schlechten Autofahrer loswerden oder nie wieder in einer Warteschlage stehen müssen? Stimmt alle gleichzeitig ab, die Verlierer trinken $ Schlucke!;0;Abstimmen;;;
default;Lieber alle Sprachen der Welt sprechen oder mit Tieren sprechen können? Stimmt alle gleichzeitig ab, die Verlierer trinken $ Schlucke!;0;Abstimmen;;;
default;Lieber als schwarzer Mann um 1800 in den USA leben oder als Frau heute in Afghanistan? Stimmt alle gleichzeitig ab, die Verlierer trinken $ Schlucke!;0;Abstimmen;;;
default;Lieber als total bekloppt durchgehen oder einfach stinklangweilig normal sein? Stimmt alle gleichzeitig ab, die Verlierer trinken $ Schlucke!;0;Abstimmen;;;
default;Lieber Anwalt oder Arzt? Stimmt alle gleichzeitig ab, die Verlierer trinken $ Schlucke!;0;Abstimmen;;;
default;Lieber auf einem Ohr taub sein oder nur 1 Stunde pro Woche Internet haben? Stimmt alle gleichzeitig ab, die Verlierer trinken $ Schlucke!;0;Abstimmen;;;
default;Lieber auf einer verlassenen Insel mit den 4 Personen stranden, die du am meisten hasst, oder ganz alleine? Stimmt alle gleichzeitig ab, die Verlierer trinken $ Schlucke!;0;Abstimmen;;;
default;Lieber auf Regenbögen gehen oder zu Hunden sprechen können? Stimmt alle gleichzeitig ab, die Verlierer trinken $ Schlucke!;0;Abstimmen;;;
default;Lieber behindert aber super intelligent sein oder vollkommen gesund aber total dumm? Stimmt alle gleichzeitig ab, die Verlierer trinken $ Schlucke!;0;Abstimmen;;;
default;"Lieber bei DSDS oder bei ""Wer wird Millionär"" mitmachen? Stimmt alle gleichzeitig ab, die Verlierer trinken $ Schlucke!";0;Abstimmen;;;
default;Lieber Benzin trinken oder Plastik rauchen? Stimmt alle gleichzeitig ab, die Verlierer trinken $ Schlucke!;0;Abstimmen;;;
default;Lieber berühmt sein, oder der/die beste Freund/in einer Berühmtheit? Stimmt alle gleichzeitig ab, die Verlierer trinken $ Schlucke!;0;Abstimmen;;;
default;Lieber berühmt oder reich sein? Stimmt alle ab, die Verlierer trinken!;0;Abstimmen;;;
default;Lieber das Leben von Hermine Granger leben oder das von Bella aus Twilight? Stimmt alle gleichzeitig ab, die Verlierer trinken $ Schlucke!;0;Abstimmen;;;
default;Lieber den Nachnamen Hitler tragen oder nie wieder Schokolade essen? Stimmt alle gleichzeitig ab, die Verlierer trinken $ Schlucke!;0;Abstimmen;;;
default;Lieber die Hälfte eures Gewichts verlieren oder zunehmen? Stimmt alle gleichzeitig ab, die Verlierer trinken $ Schlucke!;0;Abstimmen;;;
default;Lieber die intelligenteste Person der Welt sein oder die mit dem größten Sexappeal?  Stimmt alle gleichzeitig ab, die Verlierer trinken $ Schlucke!;0;Abstimmen;;;
default;Lieber die nächsten 5 Jahre im Koma liegen oder querschnittgelähmt sein? Stimmt alle gleichzeitig ab, die Verlierer trinken $ Schlucke!;0;Abstimmen;;;
default;Lieber die reichste Person auf der Welt sein oder unsterblich? Stimmt alle gleichzeitig ab, die Verlierer trinken $ Schlucke!;0;Abstimmen;;;
default;Lieber die wahre Liebe finden oder 10 Millionen Euro? Stimmt alle gleichzeitig ab, die Verlierer trinken $ Schlucke!;0;Abstimmen;;;
default;Lieber Dumbledore oder Gandalf? Stimmt alle gleichzeitig ab, die Verlierer trinken $ Schlucke!;0;Abstimmen;;;
default;Lieber ein nagelneues Auto gewinnen oder eine Reise durch ganz Europa? Stimmt alle gleichzeitig ab, die Verlierer trinken $ Schlucke!;0;Abstimmen;;;
default;Lieber ein neues Gesetz nach euren Vorstellungen festlegen oder eine bestehendes Gesetz abschaffen? Stimmt alle gleichzeitig ab, die Verlierer trinken $ Schlucke!;0;Abstimmen;;;
default;Lieber ein Ninja oder ein Pirat sein? Stimmt alle gleichzeitig ab, die Verlierer trinken $ Schlucke!;0;Abstimmen;;;
default;Lieber ein Pinguinbaby oder ein Affenbaby adoptieren? Stimmt alle gleichzeitig ab, die Verlierer trinken $ Schlucke!;0;Abstimmen;;;
default;Lieber ein ungewöhnliches Haus an einem gewöhnlichen Ort haben oder anders herum? Stimmt alle gleichzeitig ab, die Verlierer trinken $ Schlucke!;0;Abstimmen;;;
default;Lieber eine Frisur aus den 80ern oder Klamotten aus den 80ern? Stimmt alle gleichzeitig ab, die Verlierer trinken $ Schlucke!;0;Abstimmen;;;
