"Wenn du 3 Wünsche frei hättest, was würdest du dir wünschen?	";0
Bist du schon mal den ganzen Tag i Internet gesurft, anstatt zu arbeiten?;0
"Wie würdest Du Dich selbst als Liebhaber in einer Skala von 1-10 einstufen, bei der 10 die beste Bewertung ist?	";0
Hattest du jemals einen auffalend langen Liebesakt? Wenn ja, wie lange dauerte er?;0
Hast du schon mal jemandem ins Gesicht geschlagen?;0
"Erzähle uns deinen Lieblingswitz.	";0
Bist du bei der Arbeit schon mal eingeschlafen?;0
Nenne 5 Sexspielzeuge.;0
Hast jemals beim Duschen gepinkelt?;0
"Wenn jemand dein Leben verfilmen würde, welche 3 Episoden dürfen darin nicht fehlen?	";0
"Ist dir beim Sex jemals das Bett oder ein anderes Möbelstück zerbrochen?	";0
"Ohne es auszuprobieren, glaubst Du Deinen Ellebogen mit der Zunge berühren kannst?	";0
"Nenne zwei Dinge, die Du als abartig beurteilen würdest.	";0
"Wäre es Dir peinlich, das Foto in Deinem Führerschein, Pass oder Ausweis allen hier zu zeigen?	";0
"Welches ust der seltsamste traum, den Du jemals hattest?	";0
"Welches ist der übelste Geruch, den Du Dir vorstellen kannst?	";0
"Mit welchem Teil Deines Körpers bist Du am meisten zufrieden?	";0
"Welches ist der sonderbarste Ort, an dem Du jemals sex hattest?	";0
"Was tätest Du zuerst, wenn Du unsichtbar wärst?	";0
"Welches extrem nervige Geräusch kannst du machen?	";0
"Hast Du einen Partner je betrogen? Wenn ja, hast Du es ihm oder ihr erzählt?	";0
"Mit welchem Nachbarn/ welcher Nachbarin wärst Du zum Sex bereit, wenn du dazu gezwungen wärst?	";0
"Welche Farbe und Marke hat die Unterwäsche, die du gerade anhast?	";0
"Wo in der Welt würdest du genau jetzt am liebsten sein, wenn du könntest?	";0
"Wie waren deine Noten im Gymnasium?	";0
"Wenn du einen Moment in deinem Leben noch einmal erleben könntest, welcher wäre es?	";0
"Welches war die gefährlichste Situation, in der du dich je befunden hast?	";0
"Hattest du jemals eubeb peinlichen Haarschnitt? Beschreibe, wie er aussah.	";0
"Welches ist das peinlichste ereingnis, das dir beim sex jemals zugestoßen ist?	";0
"Hattest du jemals mehr als fünfmal an einem Tag Sex?	";0
"Wie lange muss ein Penis sein, um als lang zu gelten?	";0
"Wie würdest Du guten Sex in 3 Worten beschreiben?	";0
"Ich war mal so betrunken, dass ich…Führe den Satz zu Ende.	";0
"Hattest du jemals sexuekke Fantasien bezüglich der Eltern eines Freundes/ einer Freundin?	";0
"Wenn du in einem Land wärst, wo Hundefleisch gegessen wird, wärst du zu einer Kostprobe bereit?	";0
"Hast du mal einen Tag erlebt, an dem alles schief ging? Erzähle uns davon.	";0
Bist du beim Sex schon mal eingeschlafen?;0
Hast du jemals nur Deo benutzt, weil du zu faul zum Duschen warst?;0
Wie viele Kondommarken kannst du aufzählen?;0
Wie alt war die älteste Person, mit der Du ein Verhältnis hattest?;0
Hast du aus Eifersucht jemals einen Ex-Partner nachspioniert?;0
Du könntest 3 noch lebende oder verstorbene Personon zu einem Fest einladen! Wer würde das sein?;0
Wie würdest du dich nennen, wenn du gezwungen wärst deinen Vornamen zu ändern?;0
Wer sind aktuell der Mann und die frau mit dem größten Sexappeal?;0
Welches sind deine 3 negativsten Eigenschaften?;0
Wenn du einen Tag lang machen könntest, was du wolltest, wie würdest du ihn verbringen?;0
Wie viele nach Ländern benannte Sexpraktiken kannst du nennen?;0
Erinnerst du dich immer noch an den Namen deiner ersten großen Liebe?;0
Welches sind deine 3 positivsten Eigenschaften?;0
Welches Lied kann man am besten beim sex anhören?;0
"Welches ist der sonderbarste Ort, an dem Du jemals aufgewacht bist?	";0
Was tust du nach dem Sex als erstes?;0
Würdest du mit nur einer Kugel Russisches Roulette spielen, wenn du im Überlebensfall der reichste Mensch der Welt werden würdest?;0
Bist du deiner Meinung nach mehr oder weniger intelligent als die meisten Menschen?;0
Welches ist deine Lieblingsstellung beim Sex?;0
Glaubst du, die Person zu kennen, die dich am meisten hasst?;0
Hattest du jemals Sex mit jemandem, dessen Namen du nicht kanntest?;0
Wenn du für den rest deines Lebens nur noch 3 Worte verwenden dürftest, welche würdest du wählen?;0
Hast du deinen Freund/ deine Freundin jemals mit dem Namen eines Ex-Freundes/ einer Ex-Freundin bezeichnet?;0
Hast du in den letzten 6 Monaten etwas getan, wofür du dich sehr stark schämst?;0
Welchen Namen würdest du dir zulegen, wenn du als Pornostar arbeiten würdest?;0
Hast du je einen Orgasmus simuliert?;0
Wenn eine Frau einen Mann schlägt, ist der Mann dann berechtigt, zurückzuschlagen?;0
Hast du schon mal unbeabsichtigt in einer Gruppe von Menschen gefurzt und dafür jemand anderen beschultigt?;0
Bist du jemals von der Polizei verhaftet worden?;0
Mit welcher berühmten Person sollst du angeblich Ähnlichkeit haben?;0
Welches ist der größte Geldbetrag, den du an einem langen Abend auf den Kopf gehauen hast?;0
Welche Person, die dir begegnet ist, hasst du aus welchem Grund am meisten?;0
Welches Schimpwort verwendest du am meisten?;0
Welches ist der größte Fehler, den du je begangen hast?;0
Nenne etwas, was wahrscheinlich niemand bisher von die wusste.;0
Mit welcher berühmten Person würdest du gerne dick befreundet sein?;0
Durchsuchst du die Badezimmerschränke anderer Leute?;0
Hattest du jemals Sex mit jemandem, dessen Name dir am nächsten Tag entfallen war?;0
bist du schon mal einen ganzen Tag lang ohne Unterwäsche herumgelaufen?;0
Was ist das Gemeinste, was du je getan hast, um dich an deinem Expartner zu rächen?;0
Glaubst du, dass es möglich ist, an der Nase, den Füßen oder an andern Körperteilen des Mannes zu erkennen, ob er einen großen Penis hat oder nicht?;0
Mit welcher Karikatur würdest du für den Rest deines Lebens eine Beziehung führen, wenn du dazu gezwungen wärst?;0
Hast du schon mal versucht, heimlich einen fahren zu lassen, der dann aber doch laut wurde?;0
Stell dir vor, jemand wird dich in 5 sekunden fotografieren und posiere mit deinem vorteilhaftesten Fotografiergesicht.;0
Würdest du deinen Partner/ Partnerin verzeihen, wenn er oder sie untreu wäre?;0
Gab es, dort wo du aufgewachsen bist, einen Dorftrottel?;0
Hast du schon mal an deiner Unterwäsche gerochen, um festzustellen, ob sie sauber ist, oder nicht?;0
